"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"GOTERM_BP_FAT","response to endogenous stimulus","11.61%","117","916","1046","13091","2.62e-7","1.19e-5","1.60","1.85e-3","1.09e-5","1.52e-7"
"GOTERM_BP_FAT","endoderm formation","1.59%","16","916","46","13091","2.72e-7","1.22e-5","4.97","1.92e-3","1.12e-5","3.90e-8"
"GOTERM_BP_FAT","negative regulation of cell cycle process","4.07%","41","916","243","13091","3.07e-7","1.38e-5","2.41","2.17e-3","1.26e-5","1.13e-7"
"GOTERM_BP_FAT","renal system development","4.46%","45","916","281","13091","3.48e-7","1.55e-5","2.29","2.45e-3","1.41e-5","1.33e-7"
"GOTERM_BP_FAT","T cell differentiation","3.17%","32","916","165","13091","3.51e-7","1.55e-5","2.77","2.48e-3","1.42e-5","1.09e-7"
"GOTERM_BP_FAT","lymphocyte differentiation","4.07%","41","916","245","13091","3.84e-7","1.68e-5","2.39","2.71e-3","1.54e-5","1.42e-7"
"GOTERM_BP_FAT","chromosome organization","5.16%","52","916","350","13091","4.10e-7","1.79e-5","2.12","2.89e-3","1.64e-5","1.70e-7"
"GOTERM_BP_FAT","positive regulation of phosphate metabolic process","5.75%","58","916","410","13091","4.29e-7","1.85e-5","2.02","3.03e-3","1.69e-5","1.89e-7"
"GOTERM_BP_FAT","positive regulation of phosphorus metabolic process","5.75%","58","916","410","13091","4.29e-7","1.85e-5","2.02","3.03e-3","1.69e-5","1.89e-7"
"GOTERM_BP_FAT","mitotic spindle organization","2.28%","23","916","95","13091","4.48e-7","1.92e-5","3.46","3.16e-3","1.76e-5","1.05e-7"
"GOTERM_BP_FAT","positive regulation of intracellular signal transduction","10.91%","110","916","978","13091","4.83e-7","2.06e-5","1.61","3.41e-3","1.88e-5","2.85e-7"
"GOTERM_BP_FAT","regulation of T cell activation","4.76%","48","916","313","13091","4.89e-7","2.06e-5","2.19","3.45e-3","1.89e-5","1.95e-7"
"GOTERM_BP_FAT","regulation of ERK1 and ERK2 cascade","3.87%","39","916","229","13091","4.92e-7","2.06e-5","2.43","3.47e-3","1.89e-5","1.79e-7"
"GOTERM_BP_FAT","cell-substrate adhesion","3.27%","33","916","176","13091","4.94e-7","2.06e-5","2.68","3.48e-3","1.89e-5","1.60e-7"
"GOTERM_BP_FAT","epithelial cell differentiation","6.15%","62","916","453","13091","5.08e-7","2.11e-5","1.96","3.59e-3","1.93e-5","2.33e-7"
"GOTERM_BP_FAT","regulation of mononuclear cell proliferation","3.47%","35","916","194","13091","5.36e-7","2.21e-5","2.58","3.78e-3","2.03e-5","1.81e-7"
"GOTERM_BP_FAT","positive regulation of MAPK cascade","5.46%","55","916","383","13091","5.49e-7","2.26e-5","2.05","3.87e-3","2.07e-5","2.36e-7"
"GOTERM_BP_FAT","regulation of leukocyte proliferation","3.67%","37","916","212","13091","5.54e-7","2.26e-5","2.49","3.91e-3","2.07e-5","1.95e-7"
"GOTERM_BP_FAT","regulation of tumor necrosis factor production","2.88%","29","916","144","13091","6.24e-7","2.53e-5","2.88","4.40e-3","2.32e-5","1.85e-7"
"GOTERM_BP_FAT","response to oxygen-containing compound","13.69%","138","916","1312","13091","6.37e-7","2.56e-5","1.50","4.49e-3","2.35e-5","4.03e-7"
"GOTERM_BP_FAT","regulation of programmed cell death","13.49%","136","916","1288","13091","6.38e-7","2.56e-5","1.51","4.50e-3","2.35e-5","4.09e-7"
"GOTERM_BP_FAT","cell-matrix adhesion","2.68%","27","916","128","13091","6.50e-7","2.59e-5","3.01","4.58e-3","2.38e-5","1.82e-7"
"GOTERM_CC_FAT","complex of collagen trimers","1.09%","11","871","21","12285","5.18e-7","2.63e-5","7.39","3.95e-4","2.46e-5","3.90e-8"
"GOTERM_BP_FAT","regulation of defense response","8.13%","82","916","670","13091","6.97e-7","2.77e-5","1.75","4.91e-3","2.53e-5","3.60e-7"
"GOTERM_CC_FAT","protein complex involved in cell-matrix adhesion","0.99%","10","871","17","12285","6.23e-7","2.97e-5","8.30","4.75e-4","2.77e-5","3.75e-8"
"GOTERM_BP_FAT","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","3.17%","32","916","171","13091","7.94e-7","3.13e-5","2.67","5.59e-3","2.87e-5","2.57e-7"
"GOTERM_BP_FAT","negative regulation of mitotic cell cycle phase transition","2.88%","29","916","146","13091","8.36e-7","3.28e-5","2.84","5.89e-3","3.00e-5","2.52e-7"
"GOTERM_BP_FAT","cell adhesion mediated by integrin","1.39%","14","916","38","13091","9.14e-7","3.57e-5","5.27","6.44e-3","3.27e-5","1.21e-7"
"GOTERM_MF_FAT","transmembrane signaling receptor activity","7.84%","79","869","608","12202","1.93e-7","3.72e-5","1.82","2.97e-4","3.61e-5","9.77e-8"
"GOTERM_BP_FAT","regulation of lymphocyte proliferation","3.37%","34","916","190","13091","9.69e-7","3.76e-5","2.56","6.83e-3","3.45e-5","3.31e-7"
"GOTERM_BP_FAT","activation of immune response","4.66%","47","916","312","13091","1.09e-6","4.21e-5","2.15","7.67e-3","3.85e-5","4.47e-7"
"GOTERM_BP_FAT","regulation of tumor necrosis factor superfamily cytokine production","2.88%","29","916","148","13091","1.11e-6","4.27e-5","2.80","7.83e-3","3.91e-5","3.41e-7"
"GOTERM_BP_FAT","immune response-regulating signaling pathway","4.46%","45","916","293","13091","1.13e-6","4.30e-5","2.19","7.93e-3","3.94e-5","4.52e-7"
"GOTERM_BP_FAT","regulation of response to wounding","2.78%","28","916","140","13091","1.17e-6","4.43e-5","2.86","8.21e-3","4.06e-5","3.48e-7"
"GOTERM_BP_FAT","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","3.87%","39","916","237","13091","1.19e-6","4.48e-5","2.35","8.34e-3","4.10e-5","4.48e-7"
"GOTERM_BP_FAT","regulation of protein phosphorylation","6.94%","70","916","549","13091","1.21e-6","4.54e-5","1.82","8.51e-3","4.16e-5","5.99e-7"
"GOTERM_BP_FAT","regulation of phosphate metabolic process","8.33%","84","916","702","13091","1.26e-6","4.72e-5","1.71","8.88e-3","4.32e-5","6.64e-7"
"GOTERM_BP_FAT","negative regulation of signal transduction","12.50%","126","916","1185","13091","1.27e-6","4.72e-5","1.52","8.93e-3","4.32e-5","8.00e-7"
"GOTERM_BP_FAT","negative regulation of cytokine production","3.97%","40","916","247","13091","1.28e-6","4.72e-5","2.31","8.98e-3","4.32e-5","4.91e-7"
"GOTERM_BP_FAT","regulation of phosphorus metabolic process","8.33%","84","916","703","13091","1.34e-6","4.94e-5","1.71","9.43e-3","4.52e-5","7.23e-7"
"GOTERM_BP_FAT","negative regulation of immune effector process","2.28%","23","916","101","13091","1.37e-6","5.00e-5","3.25","9.61e-3","4.58e-5","3.47e-7"
"GOTERM_BP_FAT","immune effector process","4.56%","46","916","305","13091","1.40e-6","5.05e-5","2.16","9.83e-3","4.63e-5","5.72e-7"
"GOTERM_BP_FAT","regulation of mitotic sister chromatid separation","1.69%","17","916","58","13091","1.40e-6","5.05e-5","4.19","9.83e-3","4.63e-5","2.56e-7"
"GOTERM_BP_FAT","negative regulation of cell cycle phase transition","3.47%","35","916","202","13091","1.40e-6","5.05e-5","2.48","9.86e-3","4.63e-5","4.97e-7"
"GOTERM_BP_FAT","regulation of production of molecular mediator of immune response","2.88%","29","916","150","13091","1.47e-6","5.28e-5","2.76","1.03e-2","4.83e-5","4.58e-7"
"GOTERM_BP_FAT","spindle organization","2.98%","30","916","159","13091","1.57e-6","5.62e-5","2.70","1.11e-2","5.14e-5","5.04e-7"
"GOTERM_BP_FAT","regulation of leukocyte differentiation","4.27%","43","916","278","13091","1.68e-6","5.96e-5","2.21","1.18e-2","5.45e-5","6.67e-7"
"GOTERM_BP_FAT","positive regulation of cellular component organization","10.81%","109","916","992","13091","1.70e-6","5.99e-5","1.57","1.19e-2","5.48e-5","1.03e-6"
"GOTERM_MF_FAT","Wnt-protein binding","1.29%","13","869","30","12202","4.06e-7","6.95e-5","6.08","6.24e-4","6.74e-5","4.26e-8"
"GOTERM_MF_FAT","coreceptor activity","1.59%","16","869","47","12202","4.66e-7","7.17e-5","4.78","7.16e-4","6.96e-5","7.04e-8"
"GOTERM_BP_FAT","positive regulation of phosphorylation","5.16%","52","916","369","13091","2.06e-6","7.25e-5","2.01","1.45e-2","6.64e-5","9.12e-7"
"GOTERM_BP_FAT","kidney development","4.17%","42","916","271","13091","2.15e-6","7.49e-5","2.21","1.51e-2","6.85e-5","8.52e-7"
"GOTERM_BP_FAT","regulation of epithelial cell proliferation","4.46%","45","916","300","13091","2.15e-6","7.49e-5","2.14","1.51e-2","6.85e-5","8.86e-7"
"GOTERM_MF_FAT","extracellular matrix structural constituent conferring tensile strength","1.49%","15","869","42","12202","6.17e-7","8.16e-5","5.01","9.48e-4","7.92e-5","8.70e-8"
"GOTERM_MF_FAT","heparin binding","2.68%","27","869","126","12202","6.52e-7","8.16e-5","3.01","1.00e-3","7.92e-5","1.82e-7"
"GOTERM_MF_FAT","cell adhesion molecule binding","6.65%","67","869","501","12202","6.90e-7","8.16e-5","1.88","1.06e-3","7.92e-5","3.35e-7"
"GOTERM_BP_FAT","cell surface receptor protein tyrosine kinase signaling pathway","5.26%","53","916","381","13091","2.39e-6","8.28e-5","1.99","1.68e-2","7.58e-5","1.07e-6"
"GOTERM_MF_FAT","growth factor binding","2.68%","27","869","127","12202","7.66e-7","8.41e-5","2.99","1.18e-3","8.16e-5","2.16e-7"
"GOTERM_BP_FAT","formation of primary germ layer","2.28%","23","916","105","13091","2.72e-6","9.37e-5","3.13","1.90e-2","8.58e-5","7.25e-7"
"GOTERM_BP_FAT","negative regulation of mitotic cell cycle","3.27%","33","916","190","13091","2.81e-6","9.63e-5","2.48","1.96e-2","8.81e-5","9.93e-7"
"GOTERM_BP_FAT","regulation of apoptotic process","12.90%","130","916","1252","13091","2.88e-6","9.82e-5","1.48","2.01e-2","8.99e-5","1.89e-6"
"GOTERM_BP_FAT","regulation of coagulation","1.69%","17","916","61","13091","2.91e-6","9.87e-5","3.98","2.03e-2","9.04e-5","5.69e-7"
"GOTERM_BP_FAT","embryonic organ morphogenesis","3.77%","38","916","237","13091","3.13e-6","1.06e-4","2.29","2.19e-2","9.69e-5","1.22e-6"
"GOTERM_MF_FAT","immune receptor activity","2.28%","23","869","98","12202","1.06e-6","1.08e-4","3.30","1.62e-3","1.05e-4","2.63e-7"
"GOTERM_BP_FAT","positive regulation of endocytosis","2.68%","27","916","139","13091","3.33e-6","1.12e-4","2.78","2.33e-2","1.03e-4","1.03e-6"
"GOTERM_BP_FAT","positive regulation of tumor necrosis factor production","2.08%","21","916","91","13091","3.54e-6","1.18e-4","3.30","2.47e-2","1.08e-4","8.83e-7"
"GOTERM_BP_FAT","positive regulation of peptidyl-tyrosine phosphorylation","2.08%","21","916","91","13091","3.54e-6","1.18e-4","3.30","2.47e-2","1.08e-4","8.83e-7"
"GOTERM_BP_FAT","hemostasis","2.88%","29","916","158","13091","4.25e-6","1.41e-4","2.62","2.96e-2","1.29e-4","1.41e-6"
"GOTERM_BP_FAT","positive regulation of protein phosphorylation","4.86%","49","916","348","13091","4.35e-6","1.44e-4","2.01","3.03e-2","1.31e-4","1.93e-6"
"GOTERM_BP_FAT","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","2.68%","27","916","141","13091","4.38e-6","1.44e-4","2.74","3.05e-2","1.32e-4","1.38e-6"
"GOTERM_BP_FAT","cellular response to lipid","5.75%","58","916","441","13091","4.45e-6","1.45e-4","1.88","3.09e-2","1.33e-4","2.12e-6"
"GOTERM_BP_FAT","skeletal system morphogenesis","3.17%","32","916","185","13091","4.46e-6","1.45e-4","2.47","3.10e-2","1.33e-4","1.58e-6"
"GOTERM_BP_FAT","response to growth factor","6.15%","62","916","484","13091","4.67e-6","1.51e-4","1.83","3.25e-2","1.39e-4","2.30e-6"
"GOTERM_BP_FAT","positive regulation of epithelial cell proliferation","2.98%","30","916","168","13091","4.94e-6","1.59e-4","2.55","3.43e-2","1.46e-4","1.69e-6"
"GOTERM_BP_FAT","positive regulation of coagulation","1.09%","11","916","26","13091","5.01e-6","1.61e-4","6.05","3.48e-2","1.47e-4","5.40e-7"
"GOTERM_BP_FAT","positive regulation of wound healing","1.49%","15","916","50","13091","5.25e-6","1.68e-4","4.29","3.64e-2","1.54e-4","9.30e-7"
"GOTERM_BP_FAT","microtubule cytoskeleton organization","6.15%","62","916","486","13091","5.36e-6","1.71e-4","1.82","3.72e-2","1.56e-4","2.64e-6"
"GOTERM_BP_FAT","negative regulation of leukocyte activation","2.88%","29","916","160","13091","5.46e-6","1.73e-4","2.59","3.79e-2","1.59e-4","1.84e-6"
"GOTERM_BP_FAT","collagen metabolic process","1.39%","14","916","44","13091","5.91e-6","1.87e-4","4.55","4.09e-2","1.71e-4","9.67e-7"
"GOTERM_BP_FAT","positive regulation of tumor necrosis factor superfamily cytokine production","2.08%","21","916","94","13091","5.99e-6","1.88e-4","3.19","4.14e-2","1.72e-4","1.56e-6"
"GOTERM_BP_FAT","supramolecular fiber organization","6.35%","64","916","510","13091","6.33e-6","1.98e-4","1.79","4.38e-2","1.81e-4","3.17e-6"
"GOTERM_BP_FAT","symbiont entry into host","1.98%","20","916","87","13091","6.81e-6","2.09e-4","3.29","4.70e-2","1.92e-4","1.71e-6"
"GOTERM_BP_FAT","symbiont entry into host cell","1.98%","20","916","87","13091","6.81e-6","2.09e-4","3.29","4.70e-2","1.92e-4","1.71e-6"
"GOTERM_BP_FAT","coagulation","2.78%","28","916","153","13091","6.81e-6","2.09e-4","2.62","4.70e-2","1.92e-4","2.26e-6"
"GOTERM_BP_FAT","blood coagulation","2.78%","28","916","153","13091","6.81e-6","2.09e-4","2.62","4.70e-2","1.92e-4","2.26e-6"
"GOTERM_BP_FAT","muscle structure development","5.65%","57","916","437","13091","6.99e-6","2.14e-4","1.86","4.82e-2","1.96e-4","3.37e-6"
"GOTERM_CC_FAT","chromosome, centromeric region","3.57%","36","871","221","12285","5.45e-6","2.19e-4","2.30","4.15e-3","2.04e-4","2.11e-6"
"GOTERM_BP_FAT","regulation of response to stress","12.10%","122","916","1180","13091","7.52e-6","2.28e-4","1.48","5.18e-2","2.09e-4","4.79e-6"
"GOTERM_BP_FAT","regulation of peptidyl-tyrosine phosphorylation","2.48%","25","916","128","13091","7.53e-6","2.28e-4","2.79","5.19e-2","2.09e-4","2.31e-6"
"GOTERM_BP_FAT","regulation of hemopoiesis","4.76%","48","916","345","13091","7.61e-6","2.30e-4","1.99","5.24e-2","2.10e-4","3.43e-6"
"GOTERM_BP_FAT","negative regulation of immune system process","5.56%","56","916","428","13091","7.80e-6","2.34e-4","1.87","5.36e-2","2.15e-4","3.75e-6"
"GOTERM_BP_FAT","negative regulation of cell activation","3.08%","31","916","181","13091","7.93e-6","2.38e-4","2.45","5.45e-2","2.17e-4","2.85e-6"
"GOTERM_BP_FAT","regulation of mitotic metaphase/anaphase transition","1.98%","20","916","88","13091","8.13e-6","2.42e-4","3.25","5.58e-2","2.22e-4","2.07e-6"
"GOTERM_BP_FAT","negative regulation of epithelial cell differentiation","1.29%","13","916","39","13091","8.47e-6","2.51e-4","4.76","5.81e-2","2.29e-4","1.30e-6"
"GOTERM_BP_FAT","endodermal cell differentiation","1.29%","13","916","39","13091","8.47e-6","2.51e-4","4.76","5.81e-2","2.29e-4","1.30e-6"
"GOTERM_BP_FAT","endoderm development","1.69%","17","916","66","13091","8.80e-6","2.59e-4","3.68","6.03e-2","2.37e-4","1.91e-6"
"GOTERM_BP_FAT","cellular response to molecule of bacterial origin","2.88%","29","916","164","13091","8.89e-6","2.61e-4","2.53","6.09e-2","2.39e-4","3.08e-6"
"GOTERM_BP_FAT","negative regulation of cell communication","12.80%","129","916","1268","13091","9.05e-6","2.64e-4","1.45","6.20e-2","2.42e-4","5.91e-6"
"GOTERM_BP_FAT","positive regulation of T cell activation","3.37%","34","916","210","13091","9.17e-6","2.67e-4","2.31","6.28e-2","2.44e-4","3.52e-6"
"GOTERM_BP_FAT","negative regulation of signaling","12.80%","129","916","1270","13091","9.95e-6","2.88e-4","1.45","6.79e-2","2.64e-4","6.52e-6"
"GOTERM_MF_FAT","signaling receptor regulator activity","4.96%","50","869","348","12202","3.01e-6","2.89e-4","2.02","4.61e-3","2.81e-4","1.36e-6"
"GOTERM_MF_FAT","calcium ion binding","6.94%","70","869","557","12202","3.59e-6","3.10e-4","1.76","5.50e-3","3.01e-4","1.86e-6"
"GOTERM_MF_FAT","virus receptor activity","1.69%","17","869","61","12202","3.63e-6","3.10e-4","3.91","5.57e-3","3.01e-4","7.24e-7"
"GOTERM_CC_FAT","anchoring junction","9.13%","92","871","818","12285","8.18e-6","3.12e-4","1.59","6.22e-3","2.91e-4","4.84e-6"
"GOTERM_BP_FAT","regulation of metaphase/anaphase transition of cell cycle","1.98%","20","916","90","13091","1.15e-5","3.31e-4","3.18","7.78e-2","3.03e-4","3.00e-6"
"GOTERM_MF_FAT","receptor ligand activity","4.56%","46","869","313","12202","4.37e-6","3.52e-4","2.06","6.69e-3","3.42e-4","1.92e-6"
"GOTERM_MF_FAT","exogenous protein binding","1.69%","17","869","62","12202","4.57e-6","3.52e-4","3.85","7.01e-3","3.42e-4","9.32e-7"
"GOTERM_BP_FAT","lung development","2.88%","29","916","167","13091","1.26e-5","3.63e-4","2.48","8.55e-2","3.33e-4","4.47e-6"
"GOTERM_BP_FAT","gland development","4.76%","48","916","352","13091","1.31e-5","3.76e-4","1.95","8.87e-2","3.44e-4","6.09e-6"
"GOTERM_BP_FAT","spindle assembly","2.08%","21","916","99","13091","1.36e-5","3.88e-4","3.03","9.17e-2","3.55e-4","3.77e-6"
"GOTERM_BP_FAT","regulation of blood coagulation","1.49%","15","916","54","13091","1.40e-5","3.95e-4","3.97","9.39e-2","3.61e-4","2.74e-6"
"GOTERM_BP_FAT","regulation of mitotic sister chromatid segregation","1.49%","15","916","54","13091","1.40e-5","3.95e-4","3.97","9.39e-2","3.61e-4","2.74e-6"
"GOTERM_MF_FAT","carbohydrate derivative binding","18.55%","187","869","1942","12202","5.40e-6","3.96e-4","1.35","8.27e-3","3.84e-4","3.83e-6"
"GOTERM_BP_FAT","intracellular signal transduction","15.48%","156","916","1612","13091","1.41e-5","3.96e-4","1.38","9.45e-2","3.62e-4","9.84e-6"
"GOTERM_BP_FAT","defense response to other organism","8.23%","83","916","737","13091","1.54e-5","4.31e-4","1.61","1.03e-1","3.94e-4","8.73e-6"
"GOTERM_BP_FAT","leukocyte migration","2.98%","30","916","178","13091","1.57e-5","4.38e-4","2.41","1.05e-1","4.01e-4","5.74e-6"
"GOTERM_BP_FAT","regulation of B cell activation","2.28%","23","916","117","13091","1.71e-5","4.75e-4","2.81","1.14e-1","4.35e-4","5.19e-6"
"GOTERM_BP_FAT","positive regulation of response to wounding","1.59%","16","916","62","13091","1.72e-5","4.76e-4","3.69","1.14e-1","4.36e-4","3.72e-6"
"GOTERM_BP_FAT","cell cycle checkpoint signaling","2.58%","26","916","143","13091","1.75e-5","4.82e-4","2.60","1.16e-1","4.41e-4","5.84e-6"
"GOTERM_BP_FAT","regulation of hemostasis","1.49%","15","916","55","13091","1.75e-5","4.82e-4","3.90","1.17e-1","4.41e-4","3.53e-6"
"GOTERM_MF_FAT","proteoglycan binding","1.19%","12","869","32","12202","7.13e-6","4.99e-4","5.27","1.09e-2","4.84e-4","9.40e-7"
"GOTERM_BP_FAT","positive regulation of lipid localization","1.98%","20","916","93","13091","1.88e-5","5.15e-4","3.07","1.24e-1","4.71e-4","5.12e-6"
"GOTERM_BP_FAT","cellular response to biotic stimulus","3.08%","31","916","189","13091","1.90e-5","5.16e-4","2.34","1.25e-1","4.72e-4","7.17e-6"
"GOTERM_CC_FAT","supramolecular polymer","8.83%","89","871","796","12285","1.50e-5","5.21e-4","1.58","1.14e-2","4.86e-4","8.55e-6"
"GOTERM_MF_FAT","signaling receptor activator activity","4.56%","46","869","320","12202","7.87e-6","5.26e-4","2.02","1.20e-2","5.11e-4","3.55e-6"
"GOTERM_BP_FAT","respiratory tube development","2.88%","29","916","171","13091","1.99e-5","5.39e-4","2.42","1.31e-1","4.93e-4","7.23e-6"
"GOTERM_BP_FAT","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","2.68%","27","916","153","13091","2.01e-5","5.39e-4","2.52","1.32e-1","4.94e-4","6.95e-6"
"GOTERM_BP_FAT","regulation of cell division","2.68%","27","916","153","13091","2.01e-5","5.39e-4","2.52","1.32e-1","4.94e-4","6.95e-6"
"GOTERM_BP_FAT","immune response-regulating cell surface receptor signaling pathway","3.37%","34","916","218","13091","2.03e-5","5.44e-4","2.23","1.34e-1","4.98e-4","8.16e-6"
"GOTERM_BP_FAT","positive regulation of phagocytosis","1.59%","16","916","63","13091","2.11e-5","5.63e-4","3.63","1.39e-1","5.15e-4","4.66e-6"
"GOTERM_CC_FAT","apical part of cell","4.96%","50","871","372","12285","1.71e-5","5.66e-4","1.90","1.29e-2","5.27e-4","8.30e-6"
"GOTERM_BP_FAT","alpha-beta T cell activation","2.08%","21","916","102","13091","2.16e-5","5.72e-4","2.94","1.42e-1","5.23e-4","6.21e-6"
"GOTERM_BP_FAT","regulation of sister chromatid segregation","2.08%","21","916","102","13091","2.16e-5","5.72e-4","2.94","1.42e-1","5.23e-4","6.21e-6"
"GOTERM_BP_FAT","negative regulation of lymphocyte activation","2.48%","25","916","136","13091","2.18e-5","5.75e-4","2.63","1.43e-1","5.26e-4","7.19e-6"
"GOTERM_BP_FAT","positive regulation of chromosome segregation","1.09%","11","916","30","13091","2.19e-5","5.76e-4","5.24","1.44e-1","5.27e-4","2.94e-6"
"GOTERM_BP_FAT","branching morphogenesis of an epithelial tube","2.28%","23","916","119","13091","2.25e-5","5.89e-4","2.76","1.47e-1","5.39e-4","6.99e-6"
"GOTERM_BP_FAT","ear development","3.08%","31","916","191","13091","2.34e-5","6.09e-4","2.32","1.52e-1","5.58e-4","8.93e-6"
"GOTERM_BP_FAT","cellular response to growth factor stimulus","5.65%","57","916","456","13091","2.45e-5","6.37e-4","1.79","1.59e-1","5.84e-4","1.24e-5"
"GOTERM_BP_FAT","positive regulation of angiogenesis","2.58%","26","916","146","13091","2.52e-5","6.53e-4","2.55","1.63e-1","5.97e-4","8.64e-6"
"GOTERM_BP_FAT","respiratory system development","3.08%","31","916","192","13091","2.59e-5","6.67e-4","2.31","1.67e-1","6.11e-4","9.96e-6"
"GOTERM_BP_FAT","positive regulation of cell-substrate adhesion","2.18%","22","916","112","13091","2.76e-5","7.08e-4","2.81","1.77e-1","6.48e-4","8.39e-6"
"GOTERM_BP_FAT","positive regulation of cell division","1.69%","17","916","72","13091","2.85e-5","7.30e-4","3.37","1.82e-1","6.68e-4","6.91e-6"
"GOTERM_BP_FAT","meiotic cell cycle","2.98%","30","916","184","13091","2.98e-5","7.60e-4","2.33","1.90e-1","6.95e-4","1.13e-5"
"GOTERM_BP_FAT","integrin-mediated signaling pathway","1.98%","20","916","96","13091","3.01e-5","7.64e-4","2.98","1.91e-1","7.00e-4","8.52e-6"
"GOTERM_BP_FAT","regulation of type II interferon production","1.88%","19","916","88","13091","3.04e-5","7.71e-4","3.09","1.94e-1","7.06e-4","8.26e-6"
"GOTERM_BP_FAT","placenta development","2.38%","24","916","130","13091","3.08e-5","7.78e-4","2.64","1.96e-1","7.12e-4","1.01e-5"
"GOTERM_BP_FAT","response to hypoxia","3.77%","38","916","262","13091","3.17e-5","7.95e-4","2.07","2.01e-1","7.28e-4","1.38e-5"
"GOTERM_BP_FAT","immune response-activating signaling pathway","3.77%","38","916","262","13091","3.17e-5","7.95e-4","2.07","2.01e-1","7.28e-4","1.38e-5"
"GOTERM_CC_FAT","supramolecular complex","11.51%","116","871","1124","12285","2.51e-5","7.98e-4","1.46","1.90e-2","7.44e-4","1.67e-5"
"GOTERM_BP_FAT","positive regulation of fibroblast proliferation","1.29%","13","916","44","13091","3.30e-5","8.19e-4","4.22","2.08e-1","7.50e-4","5.98e-6"
"GOTERM_BP_FAT","regulation of cell adhesion mediated by integrin","1.29%","13","916","44","13091","3.30e-5","8.19e-4","4.22","2.08e-1","7.50e-4","5.98e-6"
"GOTERM_BP_FAT","cellular response to oxygen-containing compound","9.52%","96","916","905","13091","3.30e-5","8.19e-4","1.52","2.08e-1","7.50e-4","2.01e-5"
"GOTERM_BP_FAT","positive regulation of cell cycle phase transition","2.08%","21","916","105","13091","3.36e-5","8.29e-4","2.86","2.11e-1","7.59e-4","9.99e-6"
"GOTERM_BP_FAT","mitotic spindle assembly","1.39%","14","916","51","13091","3.43e-5","8.45e-4","3.92","2.15e-1","7.73e-4","6.86e-6"
"GOTERM_BP_FAT","regulation of adaptive immune response","2.78%","28","916","167","13091","3.51e-5","8.61e-4","2.40","2.20e-1","7.88e-4","1.29e-5"
"GOTERM_BP_FAT","regulation of cell development","7.84%","79","916","708","13091","3.55e-5","8.69e-4","1.59","2.22e-1","7.95e-4","2.00e-5"
"GOTERM_BP_FAT","positive regulation of vasculature development","2.58%","26","916","149","13091","3.59e-5","8.75e-4","2.49","2.24e-1","8.01e-4","1.26e-5"
"GOTERM_CC_FAT","membrane raft","3.77%","38","871","258","12285","2.95e-5","9.01e-4","2.08","2.23e-2","8.39e-4","1.28e-5"
"GOTERM_CC_FAT","spindle midzone","1.19%","12","871","37","12285","3.26e-5","9.57e-4","4.57","2.46e-2","8.92e-4","5.28e-6"
"GOTERM_BP_FAT","regulation of cytokine production involved in immune response","1.98%","20","916","98","13091","4.06e-5","9.84e-4","2.92","2.50e-1","9.01e-4","1.18e-5"
"GOTERM_BP_FAT","regulation of cellular response to growth factor stimulus","3.97%","40","916","285","13091","4.07e-5","9.84e-4","2.01","2.50e-1","9.01e-4","1.81e-5"
"GOTERM_BP_FAT","metaphase chromosome alignment","1.69%","17","916","74","13091","4.08e-5","9.84e-4","3.28","2.51e-1","9.01e-4","1.02e-5"
"GOTERM_CC_FAT","membrane microdomain","3.77%","38","871","260","12285","3.50e-5","9.89e-4","2.06","2.64e-2","9.22e-4","1.53e-5"
"GOTERM_BP_FAT","positive regulation of chromosome separation","1.09%","11","916","32","13091","4.14e-5","9.95e-4","4.91","2.54e-1","9.11e-4","6.10e-6"
"GOTERM_BP_FAT","chromosome localization","1.88%","19","916","90","13091","4.18e-5","1.00e-3","3.02","2.56e-1","9.16e-4","1.16e-5"
"GOTERM_BP_FAT","establishment of chromosome localization","1.79%","18","916","82","13091","4.19e-5","1.00e-3","3.14","2.57e-1","9.17e-4","1.11e-5"
"GOTERM_BP_FAT","immunoglobulin mediated immune response","1.69%","17","916","75","13091","4.85e-5","1.16e-3","3.24","2.90e-1","1.06e-3","1.24e-5"
"GOTERM_BP_FAT","taxis","3.67%","37","916","258","13091","5.23e-5","1.23e-3","2.05","3.09e-1","1.13e-3","2.31e-5"
"GOTERM_BP_FAT","chemotaxis","3.67%","37","916","258","13091","5.23e-5","1.23e-3","2.05","3.09e-1","1.13e-3","2.31e-5"
"GOTERM_BP_FAT","glomerulus development","1.39%","14","916","53","13091","5.32e-5","1.25e-3","3.78","3.13e-1","1.14e-3","1.12e-5"
"GOTERM_BP_FAT","lymphocyte proliferation","1.98%","20","916","100","13091","5.43e-5","1.27e-3","2.86","3.19e-1","1.16e-3","1.62e-5"
"GOTERM_BP_FAT","cellular response to chemical stimulus","15.08%","152","916","1604","13091","5.44e-5","1.27e-3","1.35","3.19e-1","1.16e-3","3.87e-5"
"GOTERM_BP_FAT","negative regulation of production of molecular mediator of immune response","1.09%","11","916","33","13091","5.57e-5","1.30e-3","4.76","3.26e-1","1.19e-3","8.58e-6"
